id,segmentationSetId,wsi,cellType,segmentationQuality,specialCharacteristics,objectType,bbox,convexArea,eccentricity,equivalentDiameter,perimeter,meanIntensity,eulerNumber,extent
17128,1,3,,,,,"[614, 0, 747, 87]",9923.0,0.7501756538256933,112.09639185536402,383.27922061357856,0.6153195599212429,1.0,0.8529081323999654
17129,1,3,,{'Bad'},,{'Cell'},"[703, 0, 846, 97]",11742.0,0.7253529219892987,121.974604242975,424.45079348883235,0.5917236925503621,1.0,0.8424050176627497
17130,1,3,,{'Bad'},,{'Not recognizeable'},"[863, 0, 980, 60]",5835.0,0.8491343874276982,85.96442472117687,313.6812408671318,0.5200705087769084,1.0,0.8267806267806268
17131,1,3,,,,,"[1010, 0, 1149, 75]",8930.0,0.8378738786336267,106.36133392813349,375.9655121145938,0.7035904149977381,1.0,0.8522781774580336
17132,1,3,,{'Good'},,{'Cell'},"[740, 192, 853, 295]",9377.0,0.4093534273794048,108.83449583965195,357.70562748477136,0.6476776829738669,1.0,0.7992954721195981
17133,1,3,,,,,"[792, 69, 911, 187]",9760.0,0.7493548128856973,109.74901408757457,392.09040379562174,0.6128922971852588,1.0,0.6736932060959977
17134,1,3,{'Erythroblast'},{'Good'},{'None'},{'Cell'},"[1505, 206, 1596, 289]",6115.0,0.40853918366057107,87.84705390984846,287.76450198781714,0.6245906651655878,1.0,0.8024625976433205
17135,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1402, 3, 1499, 136]",10369.0,0.6821052214994296,114.43456085292215,383.36248173426367,0.563227470083026,1.0,0.7972250213161769
17136,1,3,,,,,"[1313, 70, 1410, 173]",8039.0,0.33624496925905756,100.81801072041048,330.39191898578673,0.5318867134818351,1.0,0.7990191172054849
17137,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1344, 147, 1435, 228]",5959.0,0.4516385916743308,86.75320713915737,283.76450198781714,0.4482862491002153,1.0,0.8019264685931352
17138,1,3,{'Erythroblast'},{'Good'},{'None'},{'Cell'},"[1608, 0, 1681, 55]",3471.0,0.6496163138894244,66.22922490572147,223.88225099390857,0.4201937945872109,1.0,0.8580323785803238
17139,1,3,,{'Good'},,{'Cell'},"[753, 374, 876, 477]",10177.0,0.5447935260042629,113.45121664278335,373.0193359837562,0.6310814177620797,1.0,0.7979319599021233
17140,1,3,,{'Good'},,{'Cell'},"[828, 446, 919, 605]",11635.0,0.8190820895788038,121.26270449790569,421.0193359837562,0.6475361647812644,1.0,0.7981892321514963
17141,1,3,,,,,"[967, 437, 1090, 548]",10981.0,0.4312717827077085,117.81164745965488,386.6761902332486,0.679622756142178,1.0,0.7984325789203838
17142,1,3,{'Myelocyte'},{'Good'},{'None'},{'Cell'},"[923, 533, 1042, 670]",13079.0,0.4956964084865863,128.65007128646442,423.6467529817257,0.6534192049765518,1.0,0.7973379132674968
17143,1,3,,{'Good'},,{'Cell'},"[900, 375, 1039, 468]",10409.0,0.7415185710796851,114.69018151811848,387.36248173426384,0.5973193780758843,1.0,0.7991800108300456
17144,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[1136, 395, 1243, 518]",10583.0,0.4926248915218966,115.65198406185205,381.0193359837562,0.5513329523009586,1.0,0.7981916267760808
17145,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[1069, 532, 1166, 645]",8835.0,0.5115936804248177,105.64063900603641,348.048773235279,0.499979793295527,1.0,0.7996533163032571
17146,1,3,,,,,"[954, 689, 1067, 800]",10065.0,0.18381011367749375,112.8322746726613,369.0193359837562,0.5759729165857762,1.0,0.7971777086821334
17147,1,3,,,,,"[1491, 411, 1594, 488]",6387.0,0.6623035992544033,89.83910882280718,297.4213562373095,0.5269340645676159,1.0,0.7992686924725759
17148,1,3,{'Myeloblast'},{'Good'},{'None'},{'Cell'},"[1510, 598, 1621, 757]",14143.0,0.7143404771920426,133.78313899868766,449.30360723121805,0.6223895110244425,1.0,0.7964757210040229
17149,1,3,,,,,"[1358, 498, 1497, 625]",14121.0,0.4037909055403123,133.7260236670685,438.96046148071053,0.638367831829065,1.0,0.7956154761230386
17150,1,3,,,,,"[1393, 654, 1520, 773]",12107.0,0.3513487042106506,123.77758860875507,405.98989873223326,0.5926846589199962,1.0,0.7962019453450672
17151,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1486, 737, 1593, 894]",13461.0,0.7303093077987958,130.51694092726714,439.6467529817257,0.6262710646330437,1.0,0.7964164533603191
17152,1,3,,,,,"[1535, 893, 1698, 1052]",20701.0,0.22149956015207525,161.9410846663383,532.2152954766494,0.6870647676084561,1.0,0.7947293282401513
17153,1,3,,,,,"[1248, 741, 1349, 858]",9485.0,0.5054290624010589,109.56904520578723,359.36248173426384,0.5521020467934761,1.0,0.797918253363798
17154,1,3,,,,,"[1308, 1080, 1409, 1191]",9017.0,0.4121355355737221,106.77949298954077,349.70562748477136,0.644821481131146,1.0,0.7987690660957988
17155,1,3,,{'Good'},{'None'},{'Cell'},"[1251, 1195, 1408, 1362]",20947.0,0.3415830401165298,162.8740185375099,536.2152954766494,0.6991997316355869,1.0,0.7946527327510584
17156,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1054, 921, 1197, 1074]",17503.0,0.3527340160038441,148.83915761266286,489.58787847867995,0.6554921491543912,1.0,0.7952374422962658
17157,1,3,,,,,"[957, 805, 1094, 948]",15679.0,0.28562280771308723,140.89385274725763,462.2741699796952,0.6693670831714125,1.0,0.7958246133428615
17158,1,3,,,,,"[820, 777, 957, 890]",12431.0,0.563943882841739,125.3923248765032,413.98989873223326,0.6056270160797333,1.0,0.7976874878883793
17159,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[458, 443, 587, 592]",15391.0,0.4992561542585368,139.52261250226036,460.6173157302028,0.6406571153937408,1.0,0.7954320794963842
17160,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[570, 863, 689, 1002]",13257.0,0.5175044823255399,129.4689098063254,427.6467529817257,0.6426147056589442,1.0,0.7959010942506499
17161,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[490, 794, 601, 953]",14143.0,0.7143404771920426,133.78313899868766,449.30360723121805,0.6840701942929837,1.0,0.7964757210040229
17162,1,3,,,,,"[1052, 1099, 1179, 1232]",13537.0,0.2972371120251909,130.88711958940658,429.30360723121805,0.6612760878454689,1.0,0.7965780593215321
17163,1,3,,{'Good'},,{'Cell'},"[970, 1158, 1077, 1275]",10047.0,0.40174798987254223,112.7419636829656,369.0193359837562,0.6399738870982631,1.0,0.7974279095774423
17164,1,3,,,,,"[947, 1039, 1076, 1166]",13139.0,0.17496881132263,128.92688725210715,423.6467529817257,0.6170309167398863,1.0,0.7968626014771409
17165,1,3,,,,,"[817, 1028, 954, 1191]",17861.0,0.5411184164810301,150.337204838303,497.58787847867995,0.7075853617747027,1.0,0.7949039451883032
17166,1,3,,,,,"[345, 876, 482, 1015]",15251.0,0.16880598436799985,138.9098459449919,456.6173157302028,0.6972842816387524,1.0,0.7958304888935567
17167,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[416, 1016, 543, 1153]",13965.0,0.3722414483723928,132.8567642563357,437.30360723121805,0.6061411201208464,1.0,0.796769929306282
17168,1,3,,,,,"[395, 1100, 466, 1217]",6727.0,0.793782738207083,92.07878218347292,315.76450198781714,0.4831227714813211,1.0,0.8016130973877452
17169,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[355, 1271, 478, 1408]",13499.0,0.4389453534510222,130.71190248329015,429.30360723121805,0.5780446431091999,1.0,0.7963325618657646
17170,1,3,{'Myeloblast'},{'Good'},{'None'},{'Cell'},"[512, 1344, 685, 1513]",23323.0,0.21632424610478448,171.9177406550509,565.1858582251266,0.7164224424109885,1.0,0.7939597085884325
17171,1,3,,,,,"[657, 1293, 764, 1410]",10047.0,0.40174798987254223,112.7419636829656,369.0193359837562,0.5767407711148167,1.0,0.7974279095774423
17172,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[771, 1463, 900, 1592]",13321.0,0.0,129.82246282388633,425.30360723121805,0.645792175704761,1.0,0.7954449852773271
17173,1,3,,,,,"[945, 1446, 1062, 1563]",10981.0,0.0,117.85486919731358,386.6761902332486,0.5907923387596858,1.0,0.7969172328146688
17174,1,3,,,,,"[880, 1410, 983, 1497]",7239.0,0.5326502149997027,95.59309709683157,315.0782104868019,0.5379477715578359,1.0,0.8009150764423614
17175,1,3,,{'Good'},,{'Cell'},"[831, 1292, 942, 1385]",8329.0,0.5441460659595231,102.5460160121675,338.39191898578673,0.5269916007967542,1.0,0.8000581226387679
17176,1,3,,,,,"[1171, 1210, 1254, 1301]",6115.0,0.40853918366057107,87.84705390984846,287.76450198781714,0.5779027417335519,1.0,0.8024625976433205
17177,1,3,,,,,"[1319, 982, 1430, 1105]",10981.0,0.4312717827077085,117.81164745965488,386.6761902332486,0.6499013197565972,1.0,0.7984325789203838
17178,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1186, 942, 1313, 1089]",14939.0,0.5024893655786594,137.51882401311963,452.6173157302028,0.7080644738304667,1.0,0.7955969789490599
17179,1,3,,,,,"[1227, 1387, 1350, 1530]",14103.0,0.5082259012933935,133.5163917496163,441.30360723121805,0.6697071454559969,1.0,0.7960088691796009
17180,1,3,,,,,"[1341, 1344, 1434, 1457]",8453.0,0.5665787893864576,103.39918982826298,340.048773235279,0.48422156858074894,1.0,0.7990294033685412
17181,1,3,,,,,"[1407, 1282, 1514, 1385]",8855.0,0.2681918241373043,105.83330418651413,345.70562748477136,0.6279782586755288,1.0,0.7982034298158062
17182,1,3,,,,,"[1516, 1214, 1603, 1333]",8337.0,0.6809911067061808,102.63289313662555,342.39191898578673,0.5663349419206822,1.0,0.7990920506133488
17183,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1488, 1475, 1617, 1644]",17413.0,0.6444441201887962,148.48801027752648,493.58787847867995,0.6938461388842655,1.0,0.7943213614054401
17184,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1629, 1410, 1798, 1619]",28157.0,0.5874953400531663,188.84429143738282,627.8132752230962,0.7181737241180881,1.0,0.7929843435916311
17185,1,3,,,,,"[1575, 1713, 1682, 1836]",10583.0,0.4926248915218966,115.65198406185205,381.0193359837562,0.5994970061315339,1.0,0.7981916267760808
17186,1,3,,,,,"[1692, 1692, 1793, 1753]",5001.0,0.7953698868752731,79.4125649067782,270.79393923934,0.4860271318234542,1.0,0.8039279337769842
17187,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1657, 1957, 1804, 2064]",12611.0,0.6845551207235581,126.30288300742329,421.98989873223326,0.4838466960260039,1.0,0.7965541356729607
17188,1,3,,,,,"[1746, 1804, 1847, 1987]",14835.0,0.8325435019602385,136.934286339524,479.6467529817256,0.6777196332732862,1.0,0.7967862360006492
17189,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1663, 2358, 1792, 2541]",18883.0,0.7079883197484484,154.59618201696878,519.2447327281723,0.6597330785598561,1.0,0.7951455076883975
17190,1,3,{'Myeloblast'},{'Good'},{'None'},{'Cell'},"[1468, 2064, 1621, 2201]",16771.0,0.4448012338205007,145.68332084075524,479.93102422918747,0.6731396704696636,1.0,0.7952387767759171
17191,1,3,,,,,"[1371, 2189, 1514, 2306]",13427.0,0.5722394018767928,130.28260195000888,431.6467529817257,0.678314111881344,1.0,0.7967844121690275
17192,1,3,,,,,"[1464, 2310, 1575, 2427]",10445.0,0.3148258229696892,114.93415626621756,377.0193359837562,0.6649450880982756,1.0,0.7988757988757988
17193,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1415, 1781, 1522, 1904]",10583.0,0.4926248915218966,115.65198406185205,381.0193359837562,0.6248632816865918,1.0,0.7981916267760808
17194,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1296, 1710, 1439, 1847]",15679.0,0.28562280771308723,140.89385274725763,462.2741699796952,0.6651361579895894,1.0,0.7958246133428615
17195,1,3,{'Promyelocyte'},{'Bad'},{'Bilobed'},{'Cell'},"[1349, 1537, 1496, 1680]",16823.0,0.2315191302725613,145.9278293736174,479.9310242291877,0.6747853620797797,1.0,0.7956329384900813
17196,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1266, 1916, 1393, 2029]",11517.0,0.457146836433478,120.70492993413514,396.33304448274095,0.6035061784839777,1.0,0.7973660372099505
17197,1,3,,,,,"[1257, 2064, 1364, 2201]",11769.0,0.6232803337715849,122.00591591188842,404.33304448274095,0.6056029777556391,1.0,0.7975305273210996
17198,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1253, 2222, 1360, 2339]",10047.0,0.40174798987254223,112.7419636829656,369.0193359837562,0.5554524933956353,1.0,0.7974279095774423
17199,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[1364, 2027, 1465, 2160]",10811.0,0.649455467083044,116.85672474138842,389.0193359837562,0.6555810996114996,1.0,0.7984069083600089
17200,1,3,,{'Good'},,{'Cell'},"[1316, 2309, 1429, 2402]",8453.0,0.5665787893864576,103.39918982826298,340.048773235279,0.6235092077235801,1.0,0.7990294033685412
17201,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[1188, 2376, 1341, 2545]",20639.0,0.42399607456588106,161.68929331296832,532.2152954766494,0.714073222655448,1.0,0.7940983099354141
17202,1,3,,,,,"[1089, 2248, 1216, 2423]",17777.0,0.6867787476923768,150.00654143771376,501.58787847867995,0.7119201365104408,1.0,0.795185601799775
17203,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1094, 2466, 1191, 2560]",7623.0,0.17740394536551654,98.2402959538118,320.5929291125633,0.4517997171090072,1.0,0.8313226584777363
17204,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1001, 2371, 1092, 2478]",7839.0,0.5239583157376282,99.58545483122614,326.39191898578673,0.568893103950015,1.0,0.7999383793776317
17205,1,3,,,,,"[802, 2099, 939, 2238]",15251.0,0.16880598436799985,138.9098459449919,456.6173157302028,0.6286143203886636,1.0,0.7958304888935567
17206,1,3,,,,,"[850, 1954, 1029, 2111]",22421.0,0.4787061101767375,168.54449704035494,555.5290039756342,0.7261333891222214,1.0,0.7939010070099277
17207,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[998, 2014, 1125, 2133]",12107.0,0.3513487042106506,123.77758860875507,405.98989873223326,0.6352081371652792,1.0,0.7962019453450672
17208,1,3,,,,,"[992, 2140, 1135, 2267]",14539.0,0.4595253338708914,135.63568181668998,446.96046148071053,0.616984302027822,1.0,0.7956059688343153
17209,1,3,,,,,"[1087, 2065, 1174, 2158]",6537.0,0.35195627629292786,90.88181846055349,297.4213562373095,0.4591408925845658,1.0,0.8017550364602645
17210,1,3,,,,,"[833, 2287, 990, 2434]",18465.0,0.35120055018365426,152.89017235189726,503.2447327281723,0.6931859245612292,1.0,0.7954850730100957
17211,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[846, 2452, 943, 2560]",8673.0,0.4628616700235076,104.71455944260674,343.90663761154815,0.5044431908964236,1.0,0.822069492172585
17212,1,3,,,,,"[709, 2452, 856, 2559]",12611.0,0.6845551207235581,126.30288300742329,421.98989873223326,0.6258643264958629,1.0,0.7965541356729607
17213,1,3,,,,,"[695, 2310, 848, 2469]",19455.0,0.2722382249945221,156.88528815435637,516.9015869776647,0.6720225297779348,1.0,0.794631479426152
17214,1,3,,,,,"[700, 2178, 833, 2301]",13119.0,0.3828229022881432,128.8280926879803,423.6467529817257,0.6807687589220575,1.0,0.7968090959105079
17215,1,3,,,,,"[464, 2381, 623, 2488]",13641.0,0.7379074401272673,131.36291542819708,443.6467529817257,0.6642987205205996,1.0,0.7966261094457181
17216,1,3,,{'Bad'},,{'Cell'},"[495, 2478, 622, 2560]",8892.0,0.7553957329634414,106.09164705790384,358.9360748630709,0.5942734000532339,1.0,0.8488573074707125
17217,1,3,,{'Good'},,{'Cell'},"[578, 2086, 711, 2229]",15245.0,0.3661912819276372,138.8915128518746,456.6173157302028,0.6885373318786956,1.0,0.7966244282033755
17218,1,3,,,,,"[721, 1956, 834, 2095]",12599.0,0.5808745602650134,126.23229738209062,417.98989873223326,0.6083714226222652,1.0,0.7967785063984211
17219,1,3,,,,,"[465, 2129, 594, 2288]",16415.0,0.5834625019331915,144.09273838745762,478.2741699796952,0.7347702301309312,1.0,0.7950368095168446
17220,1,3,,,,,"[531, 1977, 658, 2104]",12937.0,0.0,127.9056484691044,419.6467529817257,0.6680324390850588,1.0,0.7966395932791865
17221,1,3,{'Myelocyte'},{'Good'},{'None'},{'Cell'},"[524, 1888, 663, 1995]",11945.0,0.6368105857709913,122.88976458641199,408.3330444827409,0.6656881199052422,1.0,0.7974853761850332
17222,1,3,,,,,"[423, 1826, 572, 1949]",14681.0,0.5639882240662992,136.30054364246226,450.96046148071053,0.7210674909190598,1.0,0.7961477601353195
17223,1,3,{'Erythroblast'},{'Good'},{'None'},{'Cell'},"[483, 1748, 566, 1835]",5827.0,0.2994587724270953,85.82360261777009,279.7645019878171,0.5365386064704188,1.0,0.8011355767899183
17224,1,3,,,,,"[446, 1590, 549, 1697]",8855.0,0.2681918241373043,105.83330418651413,345.70562748477136,0.564437792028031,1.0,0.7982034298158062
17225,1,3,,{'Good'},,{'Cell'},"[487, 1493, 594, 1606]",9733.0,0.3234526972951355,110.89734335229556,363.36248173426384,0.6218936213508076,1.0,0.7988586551980812
17226,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1072, 1668, 1199, 1817]",15155.0,0.5202240862327387,138.4875707864997,456.6173157302028,0.6449091794333082,1.0,0.7960154309570364
17227,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[1000, 1563, 1153, 1710]",17959.0,0.2772225852020316,150.8276199698953,495.2447327281724,0.7090930164604041,1.0,0.7944066515495087
17228,1,3,{'Promyelocyte'},{'Mediocre'},{'None'},{'Cell'},"[1110, 1458, 1223, 1591]",12041.0,0.525065273719504,123.42735172058184,405.98989873223326,0.6644678911531182,1.0,0.7961274868587398
17229,1,3,,,,,"[851, 1545, 998, 1678]",15641.0,0.4250071324235672,140.69490112295318,462.2741699796952,0.6540506767713838,1.0,0.7952022914428929
17230,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[901, 1658, 1048, 1787]",15191.0,0.4791371135069426,138.67132668340332,456.6173157302028,0.6748884972599912,1.0,0.7964457100669725
17231,1,3,,{'Mediocre'},,{'Cell'},"[870, 1751, 993, 1862]",10981.0,0.4312717827077085,117.81164745965488,386.6761902332486,0.6610691228543524,1.0,0.7984325789203838
17232,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[793, 1662, 930, 1775]",12431.0,0.563943882841739,125.3923248765032,413.98989873223326,0.6482716750582329,1.0,0.7976874878883793
17233,1,3,,,,,"[1208, 1888, 1291, 1975]",5827.0,0.2994587724270953,85.82360261777009,279.7645019878171,0.4647803539241106,1.0,0.8011355767899183
17234,1,3,,,,,"[387, 1372, 516, 1531]",16415.0,0.5834625019331915,144.09273838745762,478.2741699796952,0.5750037872344006,1.0,0.7950368095168446
17235,1,3,,,,,"[288, 1872, 427, 2015]",15921.0,0.23302850392147376,141.9292881587694,466.2741699796952,0.6914870543866368,1.0,0.7959450621321125
17236,1,3,,,,,"[262, 1776, 385, 1887]",10981.0,0.4312717827077085,117.81164745965488,386.6761902332486,0.6114250590789476,1.0,0.7984325789203838
17237,1,3,,,,,"[255, 2402, 408, 2535]",16289.0,0.4925945934186351,143.53497508746662,474.2741699796952,0.6564999948620447,1.0,0.7951742100348912
17238,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[98, 2458, 271, 2560]",15075.0,0.8020100559112591,138.1792322053083,479.22034611053283,0.7147408179436086,1.0,0.8498243227927009
17239,1,3,,,,,"[17, 2437, 118, 2530]",7575.0,0.39269431425700024,97.83118959602925,320.73506473629425,0.44826977987150696,1.0,0.8002768018737357
17240,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[184, 2246, 327, 2419]",19757.0,0.5617546702574674,158.1784760755732,522.5584412271571,0.6651375420100359,1.0,0.7943328347952625
17241,1,3,,,,,"[0, 2318, 88, 2421]",7550.0,0.4966496547872411,97.68140635886292,320.5929291125633,0.5532269275289513,1.0,0.8267872903795234
17242,1,3,,,,{'Not recognizeable'},"[0, 2222, 78, 2323]",6718.0,0.6212442488420835,92.26526755014206,305.9655121145937,0.569650774518602,1.0,0.8486925615638486
17243,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[30, 2090, 157, 2237]",14939.0,0.5024893655786594,137.51882401311963,452.6173157302028,0.6877138366712738,1.0,0.7955969789490599
17244,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[154, 2063, 251, 2182]",9275.0,0.5782062680373585,108.29501118036595,357.70562748477136,0.5762018352311069,1.0,0.7979727973663693
17245,1,3,{'Myeloblast'},{'Good'},{'None'},{'Cell'},"[16, 1697, 113, 1810]",8835.0,0.5115936804248177,105.64063900603641,348.048773235279,0.5570984815274655,1.0,0.7996533163032571
17246,1,3,{'Erythroblast'},{'Good'},{'None'},{'Cell'},"[13, 1623, 86, 1700]",4555.0,0.3176072174736288,75.87038936072273,246.79393923933998,0.4715816302136868,1.0,0.8043052837573386
17247,1,3,,,,,"[24, 1498, 131, 1627]",11087.0,0.5570650594301062,118.40456337100728,390.6761902332486,0.604899149193053,1.0,0.7977251322176339
17248,1,3,,,,,"[112, 1447, 215, 1540]",7739.0,0.4279614423870821,98.828237602739,324.73506473629425,0.6182919952149808,1.0,0.8008142812402129
17249,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[263, 1452, 356, 1563]",8329.0,0.5441460659595231,102.5460160121675,338.39191898578673,0.59336938375011,1.0,0.8000581226387679
17250,1,3,,,,,"[133, 1209, 280, 1346]",16129.0,0.3621328587590679,142.85030690716223,470.2741699796952,0.7169820405027301,1.0,0.7958190575500274
17251,1,3,,,,,"[130, 1344, 269, 1471]",14121.0,0.4037909055403123,133.7260236670685,438.96046148071053,0.6521391303303807,1.0,0.7956154761230386
17252,1,3,,,,,"[0, 1397, 72, 1514]",7156.0,0.781182579609378,95.25284770432205,332.99494936611666,0.5667217053815632,1.0,0.8459164292497626
17253,1,3,,,,,"[39, 1346, 156, 1483]",12845.0,0.520884591534483,127.48687300480921,419.6467529817257,0.530740135910847,1.0,0.7963690810406139
17254,1,3,,,,,"[41, 1229, 154, 1356]",11517.0,0.457146836433478,120.70492993413514,396.33304448274095,0.6496193567777543,1.0,0.7973660372099505
17255,1,3,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[80, 1086, 207, 1245]",16151.0,0.6013121228135772,142.98394095076728,474.2741699796952,0.6569655184532552,1.0,0.7951765463279354
17256,1,3,{'Erythroblast'},{'Good'},{'None'},{'Cell'},"[331, 802, 428, 895]",7259.0,0.28411217821812296,95.83254580869031,312.73506473629425,0.5749247038707346,1.0,0.7995787606695488
17257,1,3,,,,,"[281, 965, 418, 1102]",15037.0,0.0,137.94406473664245,452.6173157302028,0.5475570730587317,1.0,0.7962597900793862
17258,1,3,,{'Good'},,{'Cell'},"[1738, 1011, 1891, 1138]",15567.0,0.5560707959805598,140.33244827344373,464.6173157302028,0.7402620917399092,1.0,0.7959960887242036
17259,1,3,,,,,"[1815, 1962, 1920, 2105]",12817.0,0.6683480066008064,127.38696164698194,428.73506473629425,0.6233608390526081,1.0,0.8488178488178488
17260,1,3,,,,,"[1786, 2335, 1915, 2474]",14359.0,0.3701889587461528,134.79763181493772,442.96046148071053,0.6009009228093172,1.0,0.7958842228542747
17261,1,3,{'Monoblast'},{'Good'},{'None'},{'Cell'},"[1809, 1483, 1920, 1606]",11713.0,0.4121476858588843,121.75519709380579,410.10764773832483,0.5959479838596952,1.0,0.8527796088771699
17262,1,3,,,,,"[1505, 481, 1623, 603]",9787.0,0.7418764487545958,108.10084431483095,399.26197667087547,0.5559933094911531,1.0,0.6375382050569602
17263,1,3,,,,,"[1449, 1021, 1598, 1193]",16279.0,0.7907068587720371,142.5603367457536,512.6417023478423,0.6564450732253808,1.0,0.6228343998751366
17264,1,3,,{'Good'},,{'Cell'},"[1787, 2453, 1911, 2559]",9511.0,0.6368631102452839,109.21404696777336,370.4751801064718,0.6096851139046566,1.0,0.7127206329884358
17265,1,3,,,,,"[1479, 2488, 1618, 2559]",7006.0,0.8359380128661076,93.97440865620324,351.5634918610405,0.5332304339394349,1.0,0.7028067686695714
17266,1,3,,{'Bad'},,{'Cell'},"[1451, 1910, 1608, 2043]",16365.0,0.5032366020886111,143.76542536258813,492.8183258569795,0.7080446015922539,1.0,0.7774052966811934
17267,1,3,,,,,"[1731, 1293, 1840, 1455]",11224.0,0.8261121431750184,118.73744766859552,435.07315985291854,0.6168477603001826,1.0,0.6270812096500171
17268,1,3,,,,,"[915, 1211, 1025, 1326]",10116.0,0.653927099620241,112.83791670955128,393.86500705120545,0.6718812737254902,1.0,0.7905138339920948
17269,1,3,,{'Good'},,{'Cell'},"[436, 2282, 538, 2444]",10616.0,0.8583348525087343,114.12817593671036,432.41020894901635,0.5935223388342631,1.0,0.6190994916485113
17270,1,3,,,,,"[387, 2219, 491, 2343]",7995.0,0.4718112676043336,100.01921366909546,350.2447327281724,0.5385526302759871,1.0,0.6092586848635235
17271,1,3,{'Metamyelocyte'},{'Good'},{'None'},{'Cell'},"[2, 1971, 115, 2112]",9412.0,0.6690690622127491,108.79354212386907,390.94321753800733,0.6001529048968985,1.0,0.5834431682671185
18752,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[76, 519, 269, 702]",28141.0,0.31750580017149826,188.8645171697309,621.4701294725885,0.6149346638950423,1.0,0.7931991279481299
18753,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[372, 367, 511, 504]",15251.0,0.16880598436799985,138.9098459449919,456.6173157302028,0.5719464966845861,1.0,0.7958304888935567
18754,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1180, 683, 1335, 846]",20197.0,0.3100954184424177,159.883802618176,526.5584412271571,0.6345037756793208,1.0,0.7946566396200277
18755,1,4,{'Promyelocyte'},{'Mediocre'},{'None'},{'Cell'},"[1344, 2456, 1481, 2559]",11335.0,0.6581786275268422,119.7305476232912,398.6761902332486,0.5067536522764359,1.0,0.7978881723478137
18756,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1344, 2070, 1495, 2229]",19195.0,0.3119689124795655,155.88385648062015,512.9015869776647,0.5886408942039484,1.0,0.7949102419925861
18757,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[913, 708, 1104, 881]",26341.0,0.4225950915996293,182.69640025252903,602.1564209736038,0.6949621960185943,1.0,0.7933601670550495
18758,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[665, 1290, 826, 1453]",20959.0,0.15133217688293354,162.90528484648678,536.2152954766494,0.6393550663080566,1.0,0.7942308425103837
18759,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1, 2300, 134, 2491]",20305.0,0.7167536296802008,160.3053141083906,540.9015869776647,0.6395263866018089,1.0,0.7945124591583671
18760,1,4,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[137, 905, 302, 1048]",18849.0,0.4972704458217638,154.51380101249543,508.9015869776647,0.6593120645905421,1.0,0.7947022674295402
